book_a;book_b;count
0842329129;0316666343;10
0452282829;0316569321;10
0440224764;0446610038;10
0345404319;0345397819;10
0345313151;0345318854;10
1400034779;0452282152;10
0671041789;0385504209;10
0767905180;0316666343;10
0380710218;0425147622;10
0515126772;051512317X;10
0515126772;0515121843;10
0060934417;0060987103;10
0312305060;0385722206;10
0345313860;0451524934;10
0451156609;0451163524;10
0345313860;0451160525;10
0446608815;0446606189;10
0345313860;044021145X;10
0380730138;0452282829;10
0451524934;0345313860;10
0061009059;0446610038;10
0452282152;1400034779;10
0684874350;0679781587;10
0385498721;0393319296;10
0553279912;0446610038;10
0385335482;0446672211;10
0451177096;0451176464;10
0671793489;0440213525;10
051513287X;0515136530;10
0375707972;0385265700;10
044023722X;0440211727;10
014029628X;0142001740;10
0440226104;0316666343;10
0393319296;0385498721;10
0380710218;0425154092;10
0345380371;0345353145;10
0385265700;0312195516;10
0451142934;0451156609;10
0440225701;0440214041;10
0312291639;0316666343;10
0385265700;0375707972;10
0316569321;067976402X;10
0385511612;0385508042;10
0452279178;0452262143;10
0671021001;0060987561;10
0449223604;0553280341;10
0441004520;0441304834;10
0060987103;0064407667;10
0060987529;0743418174;10
0312265867;0671001795;10
0380718332;0425147622;10
0446601241;0446610038;10
0439064872;0440213525;10
0060929871;0451524934;10
0842329285;0842332251;10
0441003745;0441304834;10
0380813815;0316666343;10
0425147622;0425180638;10
084233226X;0842329285;10
042518630X;0425189031;10
0804106304;0345370775;10
0842329277;0842329242;10
0449221490;0553279912;10
0385484518;0385504209;10
0316284955;0375727345;10
0441005748;0441003745;10
0316693235;0316693200;10
0399501487;0316769487;10
0446601241;0446364193;10
0446606189;0446610038;10
0552131075;0552131059;10
0373483503;0515128554;10
0446606189;0446364193;10
0842329285;084233226X;10
0345384466;0345397819;10
0385335881;0316666343;10
0515132020;0515120618;10
0425189031;042518630X;10
0449221490;0553284789;10
0446605484;0446601241;10
0316284955;0312195516;10
051511779X;0515131229;10
0425175405;0425154092;10
0842329285;0842329242;10
0316693200;0316693235;10
0449223604;0449221490;10
0373483503;0515132020;10
0446670111;0316666343;10
0380718332;0425163407;10
0515131229;0515136379;10
0060987561;0316666343;10
0441003745;0441005748;10
0609804138;0142001740;10
0842329285;0842329218;10
0312265859;0312966091;10
0842332251;0842329285;10
0312265859;0385504209;10
0345361792;0375726403;10
0804106304;0446672211;10
0060987103;0060934417;10
0385722206;0743418174;10
0440221471;0440236673;10
0553213164;055321313X;10
0316693251;0316693235;10
0440236673;0440221471;10
0385508042;0385511612;10
0670868361;0670839531;10
0449221490;0553280368;10
0060987103;0312195516;10
068484477X;0446310786;10
0385722206;1400031354;10
0684853507;0670868361;10
0446310786;068484477X;10
0804106304;0316601950;10
0515132020;0373483503;10
0670868361;0684853507;10
1573229326;0743418174;10
0385722206;067976402X;10
0385484518;0375727345;10
0440224764;044022165X;10
0440224764;0440225701;10
1400031346;0743418174;10
0345443284;067976402X;10
0446601241;0446605484;10
0316693235;0316693251;10
0385720106;067976402X;10
0446606189;0446608815;10
1400031354;0385722206;10
0385484518;0446608955;10
0345361792;0060930535;10
0446610038;0061009059;10
0553250426;0553289411;10
0515131229;0553295977;10
0425163407;0425158616;10
0451167317;0451176464;10
0449221490;0553280341;10
0440236673;0440214041;10
0439139600;0439136350;10
0441009239;0441010512;10
0451160525;0345313860;10
0618002227;0439064864;10
0671867091;044021145X;10
1400031354;0060934417;10
0440236673;0440211727;10
0345361792;0679781587;10
0373483503;0515126772;10
0312265867;0312306326;10
0439064864;0385504209;10
051512317X;0515126772;10
0439064864;0446310786;10
034538475X;0345397819;10
055321313X;0553213164;10
0842329242;0842329285;10
0842329242;0842329277;10
0446364193;0440214041;10
0786868716;0312278586;10
0441010512;0441009239;10
0060976845;0446672211;10
044651652X;0440226430;10
0515120618;0515132020;10
0385720106;0060930535;10
0446364193;0446601241;10
068484267X;0452282152;10
0060987561;0446672211;10
0060976845;0786868716;10
0671027360;0345370775;10
0670839531;0385199570;10
0449221490;0449221504;10
0446610038;0671001795;10
0449221490;0449223604;10
0446610038;0553279912;10
0515136530;051513287X;10
0671038184;0452282829;10
0316284955;0743418174;10
0786868716;0385335482;10
0425163407;0380718332;10
0446364193;0446606189;10
0670858692;0670839531;10
0316693006;0316666343;10
0142000205;0452282829;10
0385720106;0142001740;10
080410526X;0312195516;10
051513287X;0373244487;10
0590353403;0618002219;10
0345353145;0345380371;10
0385505833;0743237188;10
0671038184;0440226104;10
0060987561;0385504209;10
067102423X;0451156609;10
0515114693;0515128546;10
0451184963;0451177096;10
0425147622;0380710218;10
0671038184;0375707972;10
0316776963;0743418174;10
0425147622;0380718332;10
0451184963;0451156609;10
0553295977;0515131229;10
0316776963;0312195516;10
0515131229;051511779X;10
0671038184;0316601950;10
0609804138;0312195516;10
0385505833;0375727345;10
0440226430;044651652X;10
0671021001;0440213525;10
0345409671;0345351525;10
0451176464;0451177096;10
0345409671;0345313860;10
0440226104;0671038184;10
0312990456;0312980140;10
0156027321;0671003755;10
0446605239;0316601950;10
014029628X;0452282152;10
0312990456;0312983867;10
0671027360;1400034779;10
0312983867;0312990456;10
0064407667;0060987103;10
0425132048;0316666343;10
0440226430;0060928336;10
0064407667;0060928336;10
0743237188;0316666343;10
0425121631;0425132048;10
0515136379;0515131229;10
0679746048;0316666343;10
044022165X;0440224764;10
0440226430;0316601950;10
0743237188;0385505833;10
0425154092;0425175405;10
0425154092;0380710218;10
0425154092;0380717018;10
0451166892;0316666343;10
0156027321;0312195516;10
0425158616;0425163407;10
0375707972;0440226430;10
0553289411;0553250426;10
0590353403;0385504209;10
0312278586;038550926X;10
0439139600;0060928336;10
0439064872;0316666343;10
0451176464;0451163524;10
0061009059;0375706771;10
0440226430;0375707972;10
0446605239;0385504209;10
0446608955;0385484518;10
0449221482;0553279912;10
0375707972;0671038184;10
0440226430;0743418174;10
0385505833;0375706771;10
0316788228;0316666343;10
0425180638;0425147622;10
0446605239;0375707972;10
0451176464;0451167317;10
0440226104;0446672211;10
0449212602;0316666343;10
0373244487;051513287X;10
0312966970;0316666343;10
0451156609;0451184963;10
0345397819;0345404319;10
0345397819;034538475X;10
0345397819;0345384466;10
0345318854;0345313151;10
1558743669;0316666343;10
0380710218;0440213525;10
0670839531;0670844527;10
0670839531;0670855030;10
014025448X;0140257934;10
0451156609;0451180232;10
0439139597;0316769487;10
0451163524;0451156609;10
0786890436;0316666343;10
0312980140;0312990456;10
0688177751;0316666343;10
0451163524;0451176464;10
0670839531;0670858692;10
0452262143;0452279178;10
0515128546;0515124214;10
0385722206;0312305060;10
0385335482;0786868716;10
0441000916;0441304834;10
0515128546;0515114693;10
0515128554;0373483503;10
0060934417;1400031354;10
0385722206;0142001740;10
0451177096;0451184963;10
0451156609;067102423X;10
0312306326;0312265867;10
0679429220;0142001740;10
0670839531;0670868361;10
0440224675;0312924585;10
0440234743;0440220602;10
0385492081;0316666343;10
0060987561;0679781587;10
0060987561;067976402X;10
0786885688;0316666343;10
0439136350;0439139600;10
0440235596;0316666343;10
0786868716;0060976845;10
044022165X;0385504209;10
038550926X;0312278586;10
0590353403;0618002227;10
0060392452;0385504209;10
0064407667;0316666343;10
0842329218;0842329285;10
0451524934;0060929871;10
0441304834;0441004520;10
0441304834;0441003745;10
0441304834;0441000916;10
0385335482;0140293248;10
0671510053;067976402X;10
0618002227;0590353403;10
0060959037;0312195516;10
0440225701;0440224764;10
0060987561;0671021001;10
0552131059;0552131075;10
0971880107;0316666343;10
0515121843;0515126772;10
0345351525;0345409671;10
0060976845;0312195516;10
0449223612;0553284789;10
0670855030;0670839531;10
0060987561;0452282829;9
080410526X;0804105820;9
0515102636;051511992X;9
0451160525;0452279178;9
0452279178;0375504397;9
1400031354;0385504209;9
0345438329;0345445848;9
0671038184;067976402X;9
1400031354;0312195516;9
0618002227;0618002219;9
0451156609;0743211383;9
0439136350;0446310786;9
0553213180;055321313X;9
0385490992;0385424736;9
0312265859;0671001795;9
0451186362;0451156609;9
0141000198;0140298479;9
0552131075;0552131067;9
0515120006;0515128546;9
0345438329;0375706771;9
0671695169;0671695126;9
0380730138;0316601950;9
0804114986;0316666343;9
0671695169;0671670689;9
0842329250;084233226X;9
0515128546;0515120006;9
0671695169;0671534718;9
0316776963;0316777730;9
0671027360;0060976845;9
031242227X;0316666343;9
0804105820;080410526X;9
068484477X;0070212570;9
0345438329;0312195516;9
051513287X;0515136379;9
0440236673;0312195516;9
0060987529;0140293248;9
0451169514;0451176464;9
0452281903;1558745157;9
0553213172;0553213164;9
0380718332;0425158616;9
0671042858;0451156609;9
0515132020;0373243790;9
1400031354;0316776963;9
0451184963;0451180232;9
068484477X;0060976845;9
0553213172;055321313X;9
051513287X;0515121843;9
0316096199;0446672211;9
0316096199;0385504209;9
0060987561;0375727345;9
0345443284;0679781587;9
0064407667;0439064864;9
0060976845;068484477X;9
0140293248;0060987529;9
0140293248;0060930535;9
0451180232;0451172817;9
0451180232;0451167317;9
0140257934;0140254544;9
0671027387;0385504209;9
0743211383;0451156609;9
0553268880;0316666343;9
0684874350;0316666343;9
0425132048;0425126064;9
0515124214;0515126772;9
0425132048;0425137562;9
0446606189;0446607657;9
0440234743;0316666343;9
0060976845;0671027360;9
0316096199;0671003755;9
0446670251;0375727345;9
0316693006;0316693200;9
0440206154;0440211727;9
0345361792;0316096199;9
0440225701;0440213525;9
0380710218;0380718340;9
0070212570;0316666343;9
0061097101;0316666343;9
0440225701;0385504209;9
0060938455;0671003755;9
0385424736;0385490992;9
0842329129;084232920X;9
0312924585;0440213525;9
0345434803;0345337662;9
0140293248;0316601950;9
0451180232;0451184963;9
0446604801;0446610038;9
0451160525;0345351525;9
068484267X;0316666343;9
034538475X;0345404319;9
0345391055;0345370775;9
0440241073;0440221471;9
0440241073;0440214041;9
0446364193;0446611212;9
0316777730;0316776963;9
044023722X;0060928336;9
0515128554;0373484224;9
0316284955;0385504209;9
055321313X;059035342X;9
0451170385;0451176464;9
0449221490;0449219461;9
034538475X;0316666343;9
0553574663;0553574671;9
044651652X;0743418174;9
034538475X;0345334531;9
0440221595;0316666343;9
0440241073;044023722X;9
0446364193;0440225701;9
0425162443;0425167313;9
0439139600;0440213525;9
055321313X;0553213180;9
055321313X;0553213172;9
0449005615;0312195516;9
0380789019;0385504209;9
0345443284;0452282829;9
0842329242;084232920X;9
0385510438;0316666343;9
044022103X;068484477X;9
0060934417;1400031346;9
0515131229;0515130389;9
0440234743;0446611212;9
0070212570;068484477X;9
0671042858;0451188462;9
0451156609;0671042858;9
0440498058;043935806X;9
0375504397;0743211383;9
0671510053;068484477X;9
0380730138;067976402X;9
0345413873;0440234743;9
0312265859;0312306326;9
051511779X;0515114693;9
0345384466;0345404319;9
0425124347;0425128164;9
0446606812;0060928336;9
0385335482;038079487X;9
051511779X;0515128546;9
0440234743;044022165X;9
0345384466;0345351525;9
0425169863;0425158616;9
0451160525;067102423X;9
0375504397;0452279178;9
0440234743;0440236673;9
0380730138;0679781587;9
1558745157;0452281903;9
0679735771;0316666343;9
0515121843;0515136379;9
0671793489;044021145X;9
0449223604;0449221482;9
0440234743;0425154092;9
0515121843;0515132020;9
0515121843;051513287X;9
0345445848;0345438329;9
0345438329;0375726403;9
0060977493;0679781587;9
0060502258;0679781587;9
0345351525;0345384466;9
0064407667;0375707972;9
0385720106;0060987561;9
0671027360;043935806X;9
0064407667;0345337662;9
080411868X;0316666343;9
0316603287;0385504209;9
0670880728;0316666343;9
0385720106;0312195516;9
0971880107;0140067477;9
0425162443;0142001740;9
0440234743;0440224764;9
044651652X;0385484518;9
0671038184;0446672211;9
0060987561;0316601950;9
0439136350;0345337662;9
0515114693;0373483503;9
0451167317;067102423X;9
0515131229;0373483503;9
0385720106;0375727345;9
0060934417;0446672211;9
0684853507;0670858692;9
0425163407;0380710218;9
0441000916;0441005241;9
0316096199;0312195516;9
067102423X;0451176464;9
0446611212;0446601241;9
0425162443;0375727345;9
0804114986;0060928336;9
0446611212;0440234743;9
0842329269;084233226X;9
0142000205;0446672211;9
0671038184;0316666343;9
0684853507;0684867621;9
0452284449;0452282152;9
0671695126;0671695169;9
051513287X;0515128546;9
0316776963;0142001740;9
0385335881;0140293248;9
0446611212;0446364193;9
044651652X;0385504209;9
0425147622;0345370775;9
0515114693;051511779X;9
0312983271;031298328X;9
1573229326;0375726403;9
051513287X;0373243790;9
0439139600;014028009X;9
0380730138;0312195516;9
0060502258;0312278586;9
0345351525;0451160525;9
0446608955;059035342X;9
067102423X;0451160525;9
0552131067;0552131075;9
0441000916;0441005748;9
0446606812;0440211727;9
0316096199;0345361792;9
0375500510;0316666343;9
0552131067;0552128481;9
067102423X;0451167317;9
0446670251;0312195516;9
0316776963;1400031354;9
0425154092;0440234743;9
0373483503;0515128546;9
0590353403;0345337662;9
0449003787;0449221482;9
0316569321;0375727345;9
0449003787;0449219461;9
0316284955;0142001740;9
0375700757;0316666343;9
0345439104;0316666343;9
0446605239;0446610399;9
0064407675;043935806X;9
0743227441;0142001740;9
0385511612;0316666343;9
0380977788;0316666343;9
0553213164;0553213172;9
0440226430;059035342X;9
0373483503;0515114693;9
0312306326;0312983271;9
0439139597;0345337662;9
0452279178;0670839531;9
1573229326;0312195516;9
0446605239;0446310786;9
0441304834;0441002935;9
0670839531;0670851086;9
0345439104;0142001740;9
0440224675;0440221471;9
0679429220;0316666343;9
0446601241;0440213525;9
0345350499;0345337662;9
0441005241;0441005748;9
0446610399;0446605239;9
0316284955;014028009X;9
0425128164;0425124347;9
0440236673;0440234743;9
0671021001;0440211727;9
0671038184;0312195516;9
0312924585;038529929X;9
0316693200;0316666343;9
0425158616;0380718332;9
0440224675;0345370775;9
074343627X;0446610038;9
1573229326;0316666343;9
0451176464;0451156609;9
1400031346;0060934417;9
0060502258;0316666343;9
0373243790;0515132020;9
0140298479;0743418174;9
0743227441;0316666343;9
0671042262;0385504209;9
0345334531;034538475X;9
0446612790;0316666343;9
0140067477;0971880107;9
084233226X;0842332251;9
0060915544;067976402X;9
0515136379;0515121843;9
084232920X;0842329129;9
068484477X;044022103X;9
0670851086;0670839531;9
0140298479;0316666343;9
038079487X;0385335482;9
0805063897;0743418174;9
0156027321;0812550706;9
0385335830;0316666343;9
0441005241;0441000916;9
0373483503;0515131229;9
0670868361;0670835382;9
0446531332;0446532452;9
0440226430;0385504209;9
0345443284;0375727345;9
0316569321;0312305060;9
038079487X;0375703055;9
068484477X;0440222656;9
084232920X;0842329242;9
0345378490;0345370775;9
044022165X;0440234743;9
0679441018;0345313860;9
0515136379;051513287X;9
0345439104;0060987561;9
0060392452;0345370775;9
0375412824;0316666343;9
038550926X;0316666343;9
0140298479;0312195516;9
0451176464;0451169514;9
0439136369;0345337662;9
0380718340;0385504209;9
0425180638;0425163407;9
0140298479;0141000198;9
0451156609;0451186362;9
0446605239;0446672211;9
0399149155;0316666343;9
0553574671;0553574663;9
0312265867;0316666343;9
0671534718;0671695169;9
0399501487;0345370775;9
0380718340;0380710218;9
0312306326;0312265859;9
0425158616;0425169863;9
084233226X;0842329250;9
0373484224;0515128554;9
0451176464;0451170385;9
051511992X;0515102636;9
0671670689;0671695169;9
0441005748;0441000916;9
0373243790;051513287X;9
084233226X;0842329269;9
0425180638;0425154092;9
0515130389;0515131229;9
0446532452;0446531332;9
0156027321;0060987103;9
0375703055;038079487X;9
0805063897;0060987103;9
038079487X;0446672211;9
0440212561;0385504209;9
0446612545;0446610038;9
